cluster,kind,class,method,signature,type,confidence
item,hub,KItemList,LoadItemList_V3,"KItemList::LoadItemList_V3(unsigned char*, unsigned int)",DRIFT,hard
item,hub,KItemList,LoadItemList_V4,"KItemList::LoadItemList_V4(unsigned char*, unsigned int)",DRIFT,hard
item,hub,KItemList,LoadItemList_V5,"KItemList::LoadItemList_V5(unsigned char*, unsigned int)",DRIFT,hard
item,hub,KItemList,LoadItemList_V6,"KItemList::LoadItemList_V6(unsigned char*, unsigned int)",DRIFT,hard
item,hub,KItemList,LoadTimeLimitReturnInfo,"KItemList::LoadTimeLimitReturnInfo(unsigned char*, unsigned int, int)",DRIFT,hard
item,hub,KItemList,LoadTimeLimitReturnInfo_V0,"KItemList::LoadTimeLimitReturnInfo_V0(unsigned char*, unsigned int)",DRIFT,hard
item,hub,KItemList,LoadTimeLimitSoldListInfo,"KItemList::LoadTimeLimitSoldListInfo(unsigned char*, unsigned int, int)",DRIFT,hard
item,hub,KItemList,LoadTimeLimitSoldListInfo_V0,"KItemList::LoadTimeLimitSoldListInfo_V0(unsigned char*, unsigned int)",DRIFT,hard
item,hub,KItemList,SaveDelayTradeInfo,"KItemList::SaveDelayTradeInfo(unsigned int*, unsigned char*, unsigned int)",DRIFT,hard
item,hub,KItemList,SaveItemList,"KItemList::SaveItemList(unsigned int*, unsigned char*, unsigned int)",DRIFT,hard
item,hub,KItemList,SaveTimeLimitReturnInfo,"KItemList::SaveTimeLimitReturnInfo(unsigned int*, unsigned char*, unsigned int)",DRIFT,hard
item,hub,KItemList,SaveTimeLimitSoldListInfo,"KItemList::SaveTimeLimitSoldListInfo(unsigned int*, unsigned char*, unsigned int)",DRIFT,hard
item,hub,KItemList,SetCangjianFlag,KItemList::SetCangjianFlag(int),DRIFT,hard
item,hub,KItemList,SetDelayTradeItemID,"KItemList::SetDelayTradeItemID(unsigned long long, unsigned long)",DRIFT,hard
item,hub,KItemList,SetEnchantRepresent,"KItemList::SetEnchantRepresent(KENCHANT*, IItem*, int)",DRIFT,hard
item,hub,KItemList,SetTotalEquipScore,KItemList::SetTotalEquipScore(int),DRIFT,hard
item,hub,KItemList,SubItemScoreFromTotal,"KItemList::SubItemScoreFromTotal(KItemProperty const*, unsigned long)",DRIFT,hard
item,hub,KItemList,TidyUpTimeLimitSoldList,KItemList::TidyUpTimeLimitSoldList(),DRIFT,hard
item,hub,KItemList,UnApplyEquipFEAEnchantAttrib,KItemList::UnApplyEquipFEAEnchantAttrib(),DRIFT,hard
item,hub,KItemList,UnApplyEquipRepresent,KItemList::UnApplyEquipRepresent(unsigned long),DRIFT,hard
item,hub,KItemList,UnEquipFEAEnchant,KItemList::UnEquipFEAEnchant(),DRIFT,hard
item,hub,KItemList,UpdateDelayTradeItemID,KItemList::UpdateDelayTradeItemID(),DRIFT,hard
item,hub,KItemList,UpdateEquipScore,KItemList::UpdateEquipScore(),DRIFT,hard
item,hub,KItemList,UpdateItemID,KItemList::UpdateItemID(),DRIFT,hard
item,hub,KItemList,UpdateTimeLimitReturnItemID,KItemList::UpdateTimeLimitReturnItemID(),DRIFT,hard
item,hub,KItemList,UpdateTimeLimitSoldListItemID,KItemList::UpdateTimeLimitSoldListItemID(),DRIFT,hard
player-hub,hub,KCharacter,AvoidTopObstacle,KCharacter::AvoidTopObstacle(int),DRIFT,hard
player-hub,hub,KCharacter,CastSkillSunMoonPower,"KCharacter::CastSkillSunMoonPower(unsigned long, unsigned long, KTarget&)",DRIFT,hard
player-hub,hub,KCharacter,CastSkillXYZ,"KCharacter::CastSkillXYZ(unsigned long, unsigned long, int, int, int)",DRIFT,hard
player-hub,hub,KCharacter,CounterStealth,KCharacter::CounterStealth(int),DRIFT,hard
player-hub,hub,KCharacter,Follow,"KCharacter::Follow(unsigned long, KFOLLOW_TYPE)",DRIFT,hard
player-hub,hub,KCharacter,FollowDownHorse,KCharacter::FollowDownHorse(),DRIFT,hard
player-hub,hub,KCharacter,FollowStop,KCharacter::FollowStop(),DRIFT,hard
player-hub,hub,KCharacter,GetNearByObstacle,"KCharacter::GetNearByObstacle(int, int, int, int, int)",DRIFT,hard
player-hub,hub,KCharacter,GetThreatValueByPassiveBaseThreatCoefficient,"KCharacter::GetThreatValueByPassiveBaseThreatCoefficient(THREAT_TYPE, int)",DRIFT,hard
player-hub,hub,KCharacter,GetThreatValueBySkillAttributeParam,"KCharacter::GetThreatValueBySkillAttributeParam(THREAT_TYPE, int)",DRIFT,hard
player-hub,hub,KCharacter,HostSetRope,KCharacter::HostSetRope(),DRIFT,hard
player-hub,hub,KCharacter,HostSprintDash,KCharacter::HostSprintDash(),DRIFT,hard
player-hub,hub,KCharacter,InvalidateRepresentState,KCharacter::InvalidateRepresentState(int),DRIFT,hard
player-hub,hub,KCharacter,IsStealthToCharacter,KCharacter::IsStealthToCharacter(KCharacter*),DRIFT,hard
player-hub,hub,KCharacter,LuaAimAtSprintDashTarget,KCharacter::LuaAimAtSprintDashTarget(lua_State*),DRIFT,hard
player-hub,hub,KCharacter,LuaClearAllThreatOnlyThreatList,KCharacter::LuaClearAllThreatOnlyThreatList(lua_State*),DRIFT,hard
player-hub,hub,KCharacter,LuaCounterStealth,KCharacter::LuaCounterStealth(lua_State*),DRIFT,hard
player-hub,hub,KCharacter,LuaFollow,KCharacter::LuaFollow(lua_State*),DRIFT,hard
player-hub,hub,KCharacter,LuaFollowStop,KCharacter::LuaFollowStop(lua_State*),DRIFT,hard
player-hub,hub,KCharacter,LuaGetCoordinateSkillTarget,KCharacter::LuaGetCoordinateSkillTarget(lua_State*),DRIFT,hard
player-hub,hub,KCharacter,LuaIsExistBuffByFunctionType,KCharacter::LuaIsExistBuffByFunctionType(lua_State*),DRIFT,hard
player-hub,hub,KCharacter,LuaOpenAIProcessLog,KCharacter::LuaOpenAIProcessLog(lua_State*),DRIFT,hard
player-hub,hub,KCharacter,LuaPlayCharacterSound,KCharacter::LuaPlayCharacterSound(lua_State*),DRIFT,hard
player-hub,hub,KCharacter,LuaPlaySfx,KCharacter::LuaPlaySfx(lua_State*),DRIFT,hard
player-hub,hub,KCharacter,LuaRecoverBgMusic,KCharacter::LuaRecoverBgMusic(lua_State*),DRIFT,hard
player-hub,hub,KCharacter,LuaReplaceBgMusic,KCharacter::LuaReplaceBgMusic(lua_State*),DRIFT,hard
player-hub,hub,KCharacter,LuaSetBattleFieldSide,KCharacter::LuaSetBattleFieldSide(lua_State*),DRIFT,hard
player-hub,hub,KCharacter,LuaSprint,KCharacter::LuaSprint(lua_State*),DRIFT,hard
player-hub,hub,KCharacter,ModifyAllThreatenPercent,KCharacter::ModifyAllThreatenPercent(int),DRIFT,hard
player-hub,hub,KCharacter,ModifyThreatPercent,"KCharacter::ModifyThreatPercent(KCharacter*, int)",DRIFT,hard
player-hub,hub,KCharacter,ModifyThreaten,"KCharacter::ModifyThreaten(THREAT_TYPE, KCharacter*, int)",DRIFT,hard
player-hub,hub,KCharacter,NotifyCounterStealthFactorChanged,KCharacter::NotifyCounterStealthFactorChanged(KCharacter*),DRIFT,hard
player-hub,hub,KCharacter,NotifyStateStealthFactorChanged,KCharacter::NotifyStateStealthFactorChanged(KPlayer*),DRIFT,hard
player-hub,hub,KCharacter,NotifyTeamStealthFactorChanged,"KCharacter::NotifyTeamStealthFactorChanged(KPlayer*, int)",DRIFT,hard
player-hub,hub,KCharacter,OnJump,KCharacter::OnJump(),DRIFT,hard
player-hub,hub,KCharacter,OnSlowDown,KCharacter::OnSlowDown(),DRIFT,hard
player-hub,hub,KCharacter,OnSprintDash,KCharacter::OnSprintDash(),DRIFT,hard
player-hub,hub,KCharacter,OnSprintFlash,KCharacter::OnSprintFlash(),DRIFT,hard
player-hub,hub,KCharacter,OnSprintKick,KCharacter::OnSprintKick(),DRIFT,hard
player-hub,hub,KCharacter,ProcessFollow,KCharacter::ProcessFollow(),DRIFT,hard
player-hub,hub,KCharacter,ProcessSprintDashTarget,KCharacter::ProcessSprintDashTarget(),DRIFT,hard
player-hub,hub,KCharacter,ProcessTransferLife,KCharacter::ProcessTransferLife(int),DRIFT,hard
player-hub,hub,KCharacter,ProcessTransferMana,KCharacter::ProcessTransferMana(int),DRIFT,hard
player-hub,hub,KCharacter,ResetRoadTrack,KCharacter::ResetRoadTrack(int),DRIFT,hard
player-hub,hub,KCharacter,ReviseSerrationCell,KCharacter::ReviseSerrationCell(),DRIFT,hard
player-hub,hub,KCharacter,SetBattleFieldSide,KCharacter::SetBattleFieldSide(int),DRIFT,hard
player-hub,hub,KCharacter,SetModelID,KCharacter::SetModelID(unsigned long),DRIFT,hard
player-hub,hub,KCharacter,Sprint,"KCharacter::Sprint(int, int)",DRIFT,hard
player-hub,hub,KCharacter,SprintBreak,KCharacter::SprintBreak(),DRIFT,hard
player-hub,hub,KCharacter,SprintDash,"KCharacter::SprintDash(unsigned long, int, int, int, int)",DRIFT,hard
player-hub,hub,KCharacter,SprintFlash,"KCharacter::SprintFlash(int, int, int, int, int, int)",DRIFT,hard
player-hub,hub,KCharacter,UpdateAllCriticalDamagePowerValue,KCharacter::UpdateAllCriticalDamagePowerValue(),DRIFT,hard
player-hub,hub,KCharacter,UpdateAllDodgeValue,KCharacter::UpdateAllDodgeValue(),DRIFT,hard
player-hub,hub,KCharacter,UpdateGlobalDamageAbsorb,KCharacter::UpdateGlobalDamageAbsorb(),DRIFT,hard
player-hub,self-contained,KCharacterCounterStealthChangedFunc,KCharacterCounterStealthChangedFunc,KCharacterCounterStealthChangedFunc::KCharacterCounterStealthChangedFunc(KCharacter*),NEW,hard
player-hub,self-contained,KCharacterCounterStealthChangedFunc,operator(),KCharacterCounterStealthChangedFunc::operator()(),NEW,hard
player-hub,self-contained,KCharacterDisarmChangedFunc,KCharacterDisarmChangedFunc,KCharacterDisarmChangedFunc::KCharacterDisarmChangedFunc(KPlayer*),NEW,hard
player-hub,self-contained,KCharacterDisarmChangedFunc,operator(),KCharacterDisarmChangedFunc::operator()(),NEW,hard
player-hub,self-contained,KCharacterStealthChangedFunc,KCharacterStealthChangedFunc,KCharacterStealthChangedFunc::KCharacterStealthChangedFunc(KCharacter*),NEW,hard
player-hub,self-contained,KCharacterStealthChangedFunc,operator(),KCharacterStealthChangedFunc::operator()(),NEW,hard
player-hub,hub,KPlayer,AddKillerScore,"KPlayer::AddKillerScore(unsigned long, int, int, int)",DRIFT,hard
player-hub,hub,KPlayer,AddPendent,"KPlayer::AddPendent(unsigned long, long, int)",DRIFT,hard
player-hub,hub,KPlayer,AddRankPoint,KPlayer::AddRankPoint(int),DRIFT,hard
player-hub,hub,KPlayer,AddTAEquipsScore,KPlayer::AddTAEquipsScore(int),DRIFT,hard
player-hub,hub,KPlayer,AddTitlePoint,KPlayer::AddTitlePoint(int),DRIFT,hard
player-hub,hub,KPlayer,AddUsableMentorValue,KPlayer::AddUsableMentorValue(int),DRIFT,hard
player-hub,hub,KPlayer,ApplyExterior,KPlayer::ApplyExterior(int),DRIFT,hard
player-hub,hub,KPlayer,BuyCubPackageRoom,KPlayer::BuyCubPackageRoom(int),DRIFT,hard
player-hub,hub,KPlayer,CallAutoCastFormationScript,KPlayer::CallAutoCastFormationScript(),DRIFT,hard
player-hub,hub,KPlayer,CallCalculateArenaSeasonScript,KPlayer::CallCalculateArenaSeasonScript(KCORPS_CHANGE_DATA*),DRIFT,hard
player-hub,hub,KPlayer,CallCalculateArenaWeekScript,KPlayer::CallCalculateArenaWeekScript(KCORPS_CHANGE_DATA*),DRIFT,hard
player-hub,hub,KPlayer,CallFollowInviteScript,KPlayer::CallFollowInviteScript(),DRIFT,hard
player-hub,hub,KPlayer,CallNpcHuntRedNameScript,KPlayer::CallNpcHuntRedNameScript(),DRIFT,hard
player-hub,hub,KPlayer,CanBreakEquip,"KPlayer::CanBreakEquip(unsigned long, unsigned long)",DRIFT,hard
player-hub,hub,KPlayer,CanCostStamina,KPlayer::CanCostStamina(),DRIFT,hard
player-hub,hub,KPlayer,CanCostThew,KPlayer::CanCostThew(),DRIFT,hard
player-hub,hub,KPlayer,CanExchangeItemForBankPassword,"KPlayer::CanExchangeItemForBankPassword(unsigned long, unsigned long, unsigned long, unsigned long)",DRIFT,hard
player-hub,hub,KPlayer,CanSetExtPoint,KPlayer::CanSetExtPoint(int),DRIFT,hard
player-hub,hub,KPlayer,CancelResetBankPassword,KPlayer::CancelResetBankPassword(),DRIFT,hard
player-hub,hub,KPlayer,ChangeDynamicSkillGroup,KPlayer::ChangeDynamicSkillGroup(unsigned long),DRIFT,hard
player-hub,hub,KPlayer,ChangeTargetSyncInfo,KPlayer::ChangeTargetSyncInfo(),DRIFT,hard
player-hub,hub,KPlayer,CheckCampBuff,KPlayer::CheckCampBuff(),DRIFT,hard
player-hub,hub,KPlayer,CheckCorpsValue,"KPlayer::CheckCorpsValue(int, unsigned long)",DRIFT,hard
player-hub,hub,KPlayer,CheckKorUnderageLimit,KPlayer::CheckKorUnderageLimit(),DRIFT,hard
player-hub,hub,KPlayer,CheckMoveStateEnableForFollow,KPlayer::CheckMoveStateEnableForFollow(),DRIFT,hard
player-hub,hub,KPlayer,CheckSafeLock,KPlayer::CheckSafeLock(KSAFE_LOCK_EFFECT_TYPE),DRIFT,hard
player-hub,hub,KPlayer,ClearFollowInviteInfo,KPlayer::ClearFollowInviteInfo(),DRIFT,hard
player-hub,hub,KPlayer,ClearTradingInviteInfo,KPlayer::ClearTradingInviteInfo(),DRIFT,hard
player-hub,hub,KPlayer,CloseDoodad,KPlayer::CloseDoodad(KDoodad*),DRIFT,hard
player-hub,hub,KPlayer,DelFoe,KPlayer::DelFoe(unsigned long),DRIFT,hard
player-hub,hub,KPlayer,DeleteFailedQuestOnNpc,KPlayer::DeleteFailedQuestOnNpc(KNpc*),DRIFT,hard
player-hub,hub,KPlayer,DestroyTongBindItem,KPlayer::DestroyTongBindItem(),DRIFT,hard
player-hub,hub,KPlayer,Disarm,KPlayer::Disarm(int),DRIFT,hard
player-hub,hub,KPlayer,FeedHorse,"KPlayer::FeedHorse(unsigned long, unsigned long, int)",DRIFT,hard
player-hub,hub,KPlayer,GetBattery,KPlayer::GetBattery(),DRIFT,hard
player-hub,hub,KPlayer,GetBomb,KPlayer::GetBomb(int),DRIFT,hard
player-hub,hub,KPlayer,GetCurrentWeapon,KPlayer::GetCurrentWeapon(unsigned long*),DRIFT,hard
player-hub,hub,KPlayer,GetDropSurpriseFlag,"KPlayer::GetDropSurpriseFlag(int, int&)",DRIFT,hard
player-hub,hub,KPlayer,GetEffectForceID,KPlayer::GetEffectForceID(),DRIFT,hard
player-hub,hub,KPlayer,GetExtPoint,"KPlayer::GetExtPoint(int, int&)",DRIFT,hard
player-hub,hub,KPlayer,GetExtPointByBits,"KPlayer::GetExtPointByBits(int, int, int, int&)",DRIFT,hard
player-hub,hub,KPlayer,GetExteriorRepresent,"KPlayer::GetExteriorRepresent(int, unsigned long*, unsigned long*)",DRIFT,hard
player-hub,hub,KPlayer,GetFellowPet,KPlayer::GetFellowPet(),DRIFT,hard
player-hub,hub,KPlayer,GetGas,KPlayer::GetGas(int),DRIFT,hard
player-hub,hub,KPlayer,GetHorseDetailType,KPlayer::GetHorseDetailType(),DRIFT,hard
player-hub,hub,KPlayer,GetItemRepresent,"KPlayer::GetItemRepresent(unsigned long, unsigned long, unsigned long*, unsigned long*)",DRIFT,hard
player-hub,hub,KPlayer,GetPet,KPlayer::GetPet(),DRIFT,hard
player-hub,hub,KPlayer,GetRankPointPercentage,KPlayer::GetRankPointPercentage(),DRIFT,hard
player-hub,hub,KPlayer,GetTrap,KPlayer::GetTrap(),DRIFT,hard
player-hub,hub,KPlayer,IsApplyExterior,KPlayer::IsApplyExterior(int),DRIFT,hard
player-hub,hub,KPlayer,IsInDelayCharge,KPlayer::IsInDelayCharge(),DRIFT,hard
player-hub,hub,KPlayer,IsInTongWarWithPlayer,KPlayer::IsInTongWarWithPlayer(unsigned long),DRIFT,hard
player-hub,hub,KPlayer,IsIncomeLimit,KPlayer::IsIncomeLimit(),DRIFT,hard
player-hub,hub,KPlayer,IsPendentExist,KPlayer::IsPendentExist(unsigned long),DRIFT,hard
player-hub,hub,KPlayer,IsSaleLimit,KPlayer::IsSaleLimit(),DRIFT,hard
player-hub,hub,KPlayer,IsTongNewMemberLimited,KPlayer::IsTongNewMemberLimited(),DRIFT,hard
player-hub,hub,KPlayer,LoadAccountData,"KPlayer::LoadAccountData(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LoadAccountStateInfo,"KPlayer::LoadAccountStateInfo(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LoadActivityVariables,"KPlayer::LoadActivityVariables(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LoadArenaData,"KPlayer::LoadArenaData(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LoadBankPasswordData,"KPlayer::LoadBankPasswordData(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LoadDropSurpriseData,"KPlayer::LoadDropSurpriseData(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LoadDynamicPackageSize,"KPlayer::LoadDynamicPackageSize(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LoadPendentData,"KPlayer::LoadPendentData(unsigned char*, unsigned int, int)",DRIFT,hard
player-hub,hub,KPlayer,LoadPendentDataV0,"KPlayer::LoadPendentDataV0(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LoadPendentDataV2,"KPlayer::LoadPendentDataV2(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LoadSingleDungeonData,"KPlayer::LoadSingleDungeonData(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LoadStateInfo_V0,"KPlayer::LoadStateInfo_V0(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LoadStateInfo_V1,"KPlayer::LoadStateInfo_V1(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LoadStateInfo_V2,"KPlayer::LoadStateInfo_V2(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LoadTongExtData,"KPlayer::LoadTongExtData(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LoadVisitTongInviteList,"KPlayer::LoadVisitTongInviteList(unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayer,LuaAcquireFellowPet,KPlayer::LuaAcquireFellowPet(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAcquireFellowPetByItem,KPlayer::LuaAcquireFellowPetByItem(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddActivityAward,KPlayer::LuaAddActivityAward(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddActivityAwardRemainSpace,KPlayer::LuaAddActivityAwardRemainSpace(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddArenaAward,KPlayer::LuaAddArenaAward(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddArenaAwardRemainSpace,KPlayer::LuaAddArenaAwardRemainSpace(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddCampActiveScore,KPlayer::LuaAddCampActiveScore(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddContributionRemainSpace,KPlayer::LuaAddContributionRemainSpace(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddExamPrint,KPlayer::LuaAddExamPrint(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddExamPrintRemainSpace,KPlayer::LuaAddExamPrintRemainSpace(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddGraduatedApprentice,KPlayer::LuaAddGraduatedApprentice(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddGraduatedMentor,KPlayer::LuaAddGraduatedMentor(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddHair,KPlayer::LuaAddHair(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddHairFreeCount,KPlayer::LuaAddHairFreeCount(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddJustice,KPlayer::LuaAddJustice(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddJusticeRemainSpace,KPlayer::LuaAddJusticeRemainSpace(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddKillCount,KPlayer::LuaAddKillCount(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddKillerScoreByQuestInfo,KPlayer::LuaAddKillerScoreByQuestInfo(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddManualDropList,KPlayer::LuaAddManualDropList(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddPendent,KPlayer::LuaAddPendent(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddPrestigeRemainSpace,KPlayer::LuaAddPrestigeRemainSpace(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddRankPoint,KPlayer::LuaAddRankPoint(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddRegressionReward,KPlayer::LuaAddRegressionReward(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddTitlePoint,KPlayer::LuaAddTitlePoint(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaAddUsableMentorValue,KPlayer::LuaAddUsableMentorValue(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaBreakEquip,KPlayer::LuaBreakEquip(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaBreakOTSkill,KPlayer::LuaBreakOTSkill(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaBuyCubPackage,KPlayer::LuaBuyCubPackage(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaCanBreakEquip,KPlayer::LuaCanBreakEquip(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaCanCostStamina,KPlayer::LuaCanCostStamina(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaCanCostThew,KPlayer::LuaCanCostThew(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaCanSetExtPoint,KPlayer::LuaCanSetExtPoint(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaCancelResetBankPassword,KPlayer::LuaCancelResetBankPassword(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaCancelTongVisitInvite,KPlayer::LuaCancelTongVisitInvite(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaChangeColorDiamond,KPlayer::LuaChangeColorDiamond(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaChangeHair,KPlayer::LuaChangeHair(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaCheckEquipRequire,KPlayer::LuaCheckEquipRequire(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaCheckSafeLock,KPlayer::LuaCheckSafeLock(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaClearDuelState,KPlayer::LuaClearDuelState(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaClearExteriorFreeCount,KPlayer::LuaClearExteriorFreeCount(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaClearHairFreeCount,KPlayer::LuaClearHairFreeCount(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaClearPresentCodeCounter,KPlayer::LuaClearPresentCodeCounter(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaClearTalentSkill,KPlayer::LuaClearTalentSkill(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaCloseCubPackage,KPlayer::LuaCloseCubPackage(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaCostHorseFullMeasure,KPlayer::LuaCostHorseFullMeasure(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaEquipDesignationPostfix,KPlayer::LuaEquipDesignationPostfix(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaEquipDesignationPrefix,KPlayer::LuaEquipDesignationPrefix(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaExchangeEquipBackUp,KPlayer::LuaExchangeEquipBackUp(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaFollowInviteRequest,KPlayer::LuaFollowInviteRequest(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaForgetSingleRecipe,KPlayer::LuaForgetSingleRecipe(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetAccountLastSaveTime,KPlayer::LuaGetAccountLastSaveTime(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetActivityAwardRemainSpace,KPlayer::LuaGetActivityAwardRemainSpace(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetAllBackPendent,KPlayer::LuaGetAllBackPendent(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetAllExterior,KPlayer::LuaGetAllExterior(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetAllFacePendent,KPlayer::LuaGetAllFacePendent(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetAllHair,KPlayer::LuaGetAllHair(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetAllMountKungfu,KPlayer::LuaGetAllMountKungfu(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetAllWaistPendent,KPlayer::LuaGetAllWaistPendent(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetArenaAwardRemainSpace,KPlayer::LuaGetArenaAwardRemainSpace(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetBaseEquipScore,KPlayer::LuaGetBaseEquipScore(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetBattery,KPlayer::LuaGetBattery(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetBomb,KPlayer::LuaGetBomb(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetContributionRemainSpace,KPlayer::LuaGetContributionRemainSpace(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetCorpsLevel,KPlayer::LuaGetCorpsLevel(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetCorpsRoleLevel,KPlayer::LuaGetCorpsRoleLevel(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetCurrentConnSpeed,KPlayer::LuaGetCurrentConnSpeed(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetCurrentSetID,KPlayer::LuaGetCurrentSetID(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetDesignationBynameDisplayFlag,KPlayer::LuaGetDesignationBynameDisplayFlag(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetDesignationPostfixEndTime,KPlayer::LuaGetDesignationPostfixEndTime(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetDesignationPrefixEndTime,KPlayer::LuaGetDesignationPrefixEndTime(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetDirectMentor,KPlayer::LuaGetDirectMentor(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetDisarm,KPlayer::LuaGetDisarm(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetDomesticate,KPlayer::LuaGetDomesticate(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetDynamicSkillGroup,KPlayer::LuaGetDynamicSkillGroup(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetEffectForceID,KPlayer::LuaGetEffectForceID(lua_State*),DRIFT,hard
player-hub,hub,KPlayer,LuaGetEnchantID,KPlayer::LuaGetEnchantID(lua_State*),DRIFT,hard
