cluster,kind,class,method,signature,type,confidence
skill-script,hub,KScriptFuncList,LuaGetDesignationIDByTitleAndCamp,KScriptFuncList::LuaGetDesignationIDByTitleAndCamp(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetDesignationPostfixInfo,KScriptFuncList::LuaGetDesignationPostfixInfo(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetDesignationPrefixInfo,KScriptFuncList::LuaGetDesignationPrefixInfo(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetDiamondInfo,KScriptFuncList::LuaGetDiamondInfo(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetDiamondInfoFromEnchantID,KScriptFuncList::LuaGetDiamondInfoFromEnchantID(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetDiamondUpdateRate,KScriptFuncList::LuaGetDiamondUpdateRate(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetDirectMentorCache,KScriptFuncList::LuaGetDirectMentorCache(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetDynamicSkillGroupSkills,KScriptFuncList::LuaGetDynamicSkillGroupSkills(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetEnchantRepresent,KScriptFuncList::LuaGetEnchantRepresent(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetExterior,KScriptFuncList::LuaGetExterior(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetFellowPetIndexByItemIndex,KScriptFuncList::LuaGetFellowPetIndexByItemIndex(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetFellowPetIndexByNpcTemplateID,KScriptFuncList::LuaGetFellowPetIndexByNpcTemplateID(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetFreeMaxLevel,KScriptFuncList::LuaGetFreeMaxLevel(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetFullLevelByFullMeasure,KScriptFuncList::LuaGetFullLevelByFullMeasure(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetGameVersion,KScriptFuncList::LuaGetGameVersion(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetHairShop,KScriptFuncList::LuaGetHairShop(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetMapRefreshInfo,KScriptFuncList::LuaGetMapRefreshInfo(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetNextTitleNeedPoint,KScriptFuncList::LuaGetNextTitleNeedPoint(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetNpcTemplateIDByFellowPetIndex,KScriptFuncList::LuaGetNpcTemplateIDByFellowPetIndex(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetRewardsShop,KScriptFuncList::LuaGetRewardsShop(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetSeansonRankRequest,KScriptFuncList::LuaGetSeansonRankRequest(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetServerIndex,KScriptFuncList::LuaGetServerIndex(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetStrengthEquipInfo,KScriptFuncList::LuaGetStrengthEquipInfo(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetTeamLootMode,KScriptFuncList::LuaGetTeamLootMode(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetTeamMemberList,KScriptFuncList::LuaGetTeamMemberList(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetTongDiplomacyList,KScriptFuncList::LuaGetTongDiplomacyList(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetTongKillStatInfo,KScriptFuncList::LuaGetTongKillStatInfo(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetTongTechNodeTag,KScriptFuncList::LuaGetTongTechNodeTag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetTypeFromAPC,KScriptFuncList::LuaGetTypeFromAPC(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetValueByBits,KScriptFuncList::LuaGetValueByBits(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetWeakCoefByFullLevel,KScriptFuncList::LuaGetWeakCoefByFullLevel(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetbDungeonOpenFlag,KScriptFuncList::LuaGetbDungeonOpenFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaIsDelayChargeActivityOn,KScriptFuncList::LuaIsDelayChargeActivityOn(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaIsRemotePlayer,KScriptFuncList::LuaIsRemotePlayer(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaIsTongWar,KScriptFuncList::LuaIsTongWar(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaJoinArenaQueue,KScriptFuncList::LuaJoinArenaQueue(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaJoinArenaVisitorQueue,KScriptFuncList::LuaJoinArenaVisitorQueue(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaJoinTongBattleFieldQueue,KScriptFuncList::LuaJoinTongBattleFieldQueue(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaKillAllCmdLoop,KScriptFuncList::LuaKillAllCmdLoop(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaLeaveArenaVisitorQueue,KScriptFuncList::LuaLeaveArenaVisitorQueue(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaLeaveBattleField,KScriptFuncList::LuaLeaveBattleField(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaLeaveTongBattleField,KScriptFuncList::LuaLeaveTongBattleField(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaLeaveTongBattleFieldQueue,KScriptFuncList::LuaLeaveTongBattleFieldQueue(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaLoadPlayerRelatedPetAttrParam,KScriptFuncList::LuaLoadPlayerRelatedPetAttrParam(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaLogNanpinKunlunFightingResult,KScriptFuncList::LuaLogNanpinKunlunFightingResult(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaLogPlayerExamScore,KScriptFuncList::LuaLogPlayerExamScore(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaLogRecordTongActivity,KScriptFuncList::LuaLogRecordTongActivity(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaLogTongContractWarEnd,KScriptFuncList::LuaLogTongContractWarEnd(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaMD5,KScriptFuncList::LuaMD5(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaOpenExterior,KScriptFuncList::LuaOpenExterior(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaPlayerCommand,KScriptFuncList::LuaPlayerCommand(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaPrintBulletStatInfo,KScriptFuncList::LuaPrintBulletStatInfo(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaReloadJumpParam,KScriptFuncList::LuaReloadJumpParam(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaReloadOldPendentConvertInfo,KScriptFuncList::LuaReloadOldPendentConvertInfo(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaReloadScript,KScriptFuncList::LuaReloadScript(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaReloadSkillSinceScriptChanged,KScriptFuncList::LuaReloadSkillSinceScriptChanged(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaRemovePlayerLastTitleRank,KScriptFuncList::LuaRemovePlayerLastTitleRank(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaResetPlayerServerPakStat,KScriptFuncList::LuaResetPlayerServerPakStat(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaResetRelayClientPakStat,KScriptFuncList::LuaResetRelayClientPakStat(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaScriptCommand,KScriptFuncList::LuaScriptCommand(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSendGmAnnounce,KScriptFuncList::LuaSendGmAnnounce(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSendTongMessage,KScriptFuncList::LuaSendTongMessage(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetBOT,KScriptFuncList::LuaSetBOT(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetC2SRemoteLuaLogFlag,KScriptFuncList::LuaSetC2SRemoteLuaLogFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetCampMinTitlePoint,KScriptFuncList::LuaSetCampMinTitlePoint(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetDomesticatePauseFlag,KScriptFuncList::LuaSetDomesticatePauseFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetDungeonDelayTradeFlag,KScriptFuncList::LuaSetDungeonDelayTradeFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetFollowFlag,KScriptFuncList::LuaSetFollowFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetLastCampMinTitlePoint,KScriptFuncList::LuaSetLastCampMinTitlePoint(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetNetworkDelayReportConfig,KScriptFuncList::LuaSetNetworkDelayReportConfig(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetNewCampFightValue,KScriptFuncList::LuaSetNewCampFightValue(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetPlayerTitlePointRankInfo,KScriptFuncList::LuaSetPlayerTitlePointRankInfo(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetR2SRemoteLuaLogFlag,KScriptFuncList::LuaSetR2SRemoteLuaLogFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetRecordBulletPerSecondStatInfoFlag,KScriptFuncList::LuaSetRecordBulletPerSecondStatInfoFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetRecordSkillCalledCountFlag,KScriptFuncList::LuaSetRecordSkillCalledCountFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetReturnItemFlag,KScriptFuncList::LuaSetReturnItemFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetRewardsShopBuyByCoinCloseFlag,KScriptFuncList::LuaSetRewardsShopBuyByCoinCloseFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetRewardsShopBuyByRewardsCloseFlag,KScriptFuncList::LuaSetRewardsShopBuyByRewardsCloseFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetRewardsShopBuyCloseFlag,KScriptFuncList::LuaSetRewardsShopBuyCloseFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetScriptCenterLuaGCInterval,KScriptFuncList::LuaSetScriptCenterLuaGCInterval(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetSprintV2,KScriptFuncList::LuaSetSprintV2(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetSprintV3,KScriptFuncList::LuaSetSprintV3(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetSprintV4,KScriptFuncList::LuaSetSprintV4(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetStatLogFlag,KScriptFuncList::LuaSetStatLogFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetStatLogTimes,KScriptFuncList::LuaSetStatLogTimes(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetStatServerBlock,KScriptFuncList::LuaSetStatServerBlock(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetSystemGrantTitleTime,KScriptFuncList::LuaSetSystemGrantTitleTime(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetTimeLimitSoldFlag,KScriptFuncList::LuaSetTimeLimitSoldFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaSetUseNewGetRelationFlag,KScriptFuncList::LuaSetUseNewGetRelationFlag(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaStatPlayerCallNpc,KScriptFuncList::LuaStatPlayerCallNpc(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaTongBattleFieldEnd,KScriptFuncList::LuaTongBattleFieldEnd(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaTongEnableFundRepair,KScriptFuncList::LuaTongEnableFundRepair(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaTongEnableRepairDiscount,KScriptFuncList::LuaTongEnableRepairDiscount(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaTongEnableStaminaDiscount,KScriptFuncList::LuaTongEnableStaminaDiscount(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaUpdateDomesticateInteractStat,KScriptFuncList::LuaUpdateDomesticateInteractStat(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaUpdateEvokeFellowPetStat,KScriptFuncList::LuaUpdateEvokeFellowPetStat(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaUpdatePKResStat,KScriptFuncList::LuaUpdatePKResStat(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaUseNewSceneLoadTactics,KScriptFuncList::LuaUseNewSceneLoadTactics(lua_State*),DRIFT,hard
skill-script,hub,KSkill,ApplyOnRectangle,"KSkill::ApplyOnRectangle(KSKILL_BULLET*, int)",DRIFT,hard
skill-script,hub,KSkill,CastOnRectangle,"KSkill::CastOnRectangle(KCharacter*, KCharacter*, int, KSKILL_RECIPE_KEY const&)",DRIFT,hard
skill-script,hub,KSkill,CheckSelfLearntSkill,KSkill::CheckSelfLearntSkill(KCharacter*),DRIFT,hard
skill-script,hub,KSkill,CheckSelfSelfCastBuff,KSkill::CheckSelfSelfCastBuff(KCharacter*),DRIFT,hard
skill-script,hub,KSkill,CheckTargetSelfCastBuff,"KSkill::CheckTargetSelfCastBuff(KCharacter*, KTarget&)",DRIFT,hard
skill-script,hub,KSkill,CheckTargetStealth,"KSkill::CheckTargetStealth(KCharacter*, KTarget&)",DRIFT,hard
skill-script,hub,KSkill,GetCycleDecayValue,KSkill::GetCycleDecayValue(int),DRIFT,hard
skill-script,hub,KSkill,LuaAddCheckSelfLearntSkill,KSkill::LuaAddCheckSelfLearntSkill(lua_State*),DRIFT,hard
skill-script,self-contained,KSkillList,GetAllMountKungfuList,"KSkillList::GetAllMountKungfuList(std::map<unsigned long, unsigned long, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, unsigned long>>>&)",DRIFT,hard
skill-script,self-contained,KSkillList,LearnSkillLevel,"KSkillList::LearnSkillLevel(unsigned long, unsigned long, int)",DRIFT,hard
skill-script,self-contained,KSkillList,MountAllRelativePassiveSkill,KSkillList::MountAllRelativePassiveSkill(unsigned long),DRIFT,hard
skill-script,self-contained,KSkillList,NewSave,"KSkillList::NewSave(unsigned int*, unsigned char*, unsigned int, int, unsigned long)",DRIFT,hard
skill-script,self-contained,KSkillList,UnmountAllRelativePassiveSkill,KSkillList::UnmountAllRelativePassiveSkill(unsigned long),DRIFT,hard
skill-script,hub,KSkillManager,CanRecipeKeyAffectSkill,"KSkillManager::CanRecipeKeyAffectSkill(unsigned long, unsigned long, int, unsigned long)",DRIFT,hard
skill-script,hub,KSkillManager,CanUserChangeDynamicGroup,KSkillManager::CanUserChangeDynamicGroup(unsigned long),DRIFT,hard
skill-script,hub,KSkillManager,ChangeDynamicSkillGroup,"KSkillManager::ChangeDynamicSkillGroup(KPlayer*, unsigned long, unsigned long)",DRIFT,hard
skill-script,hub,KSkillManager,CheckSkillRecipeBaseLine,"KSkillManager::CheckSkillRecipeBaseLine(unsigned long, unsigned long, KSKILL_RECIPE_BASE_INFO const&)",DRIFT,hard
skill-script,hub,KSkillManager,ExtendCacheCapacity,KSkillManager::ExtendCacheCapacity(int),DRIFT,hard
skill-script,hub,KSkillManager,GetDynamicSkillGroupMoveState,KSkillManager::GetDynamicSkillGroupMoveState(unsigned long),DRIFT,hard
skill-script,hub,KSkillManager,GetDynamicSkillGroupSkills,"KSkillManager::GetDynamicSkillGroupSkills(unsigned long, KSKILL_ID_LEVEL const**, KSKILL_ID_LEVEL const**, int*, int*)",DRIFT,hard
skill-script,hub,KSkillManager,GetMainKungFuForceID,KSkillManager::GetMainKungFuForceID(unsigned long),DRIFT,hard
skill-script,hub,KSkillManager,GetMainKungFuIndex,KSkillManager::GetMainKungFuIndex(unsigned long),DRIFT,hard
skill-script,hub,KSkillManager,GetSkillBaseInfo,KSkillManager::GetSkillBaseInfo(unsigned long),DRIFT,hard
skill-script,hub,KSkillManager,IsSkillInDynamicGroup,"KSkillManager::IsSkillInDynamicGroup(unsigned long, unsigned long, unsigned long)",DRIFT,hard
skill-script,hub,KSkillManager,IsSunMoonPower,"KSkillManager::IsSunMoonPower(unsigned long, unsigned long)",DRIFT,hard
skill-script,hub,KSkillManager,LoadDynamicSkillGroup,KSkillManager::LoadDynamicSkillGroup(),DRIFT,hard
skill-script,hub,KSkillManager,LoadMainKungfuInfo,KSkillManager::LoadMainKungfuInfo(),DRIFT,hard
skill-script,hub,KSkillManager,ReloadSkillSinceScriptChanged,KSkillManager::ReloadSkillSinceScriptChanged(unsigned long),DRIFT,hard
skill-script,self-contained,KSkillRecipeList,IsActive,KSkillRecipeList::IsActive(unsigned long),DRIFT,hard
skill-script,self-contained,KSkillRecipeList,_LoadDataV3,"KSkillRecipeList::_LoadDataV3(unsigned int*, unsigned char*, unsigned int)",DRIFT,hard
skill-script,self-contained,KSkillRecipeList,_LoadDataV4,"KSkillRecipeList::_LoadDataV4(unsigned int*, unsigned char*, unsigned int)",DRIFT,hard
skill-script,self-contained,KSkillRectangleTravFunc,CanApply,KSkillRectangleTravFunc::CanApply(KTarget&),NEW,hard
skill-script,self-contained,KSkillRectangleTravFunc,operator(),KSkillRectangleTravFunc::operator()(),NEW,hard
world-scene,self-contained,KAIManager,LoadAITabListFile,KAIManager::LoadAITabListFile(),DRIFT,hard
world-scene,self-contained,KAIPatrolGroupManager,GetMemberDestPosition,"KAIPatrolGroupManager::GetMemberDestPosition(unsigned long, int, int*, int*, int*)",DRIFT,hard
world-scene,hub,KDoodad,CallNpcDropScript,KDoodad::CallNpcDropScript(KNpc*),DRIFT,hard
world-scene,hub,KDoodad,LuaAddExtraLootItem,KDoodad::LuaAddExtraLootItem(lua_State*),DRIFT,hard
world-scene,hub,KDoodad,LuaGetBelongTeamID,KDoodad::LuaGetBelongTeamID(lua_State*),DRIFT,hard
world-scene,hub,KDoodad,LuaGetLooterList,KDoodad::LuaGetLooterList(lua_State*),DRIFT,hard
world-scene,self-contained,KDoodadReviveManager,CleanUp,KDoodadReviveManager::CleanUp(int),DRIFT,uncertain(name-elsewhere)
world-scene,self-contained,KDoodadReviveManager,RetrieveActivityDoodad,KDoodadReviveManager::RetrieveActivityDoodad(unsigned long),DRIFT,hard
world-scene,hub,KNpc,AdjustDropTarget,KNpc::AdjustDropTarget(),DRIFT,hard
world-scene,hub,KNpc,GetBuffReputeForceID,KNpc::GetBuffReputeForceID(KPlayer*),DRIFT,hard
world-scene,hub,KNpc,GetEmployer,KNpc::GetEmployer(),DRIFT,hard
world-scene,hub,KNpc,IsDropCandidate,KNpc::IsDropCandidate(KPlayer*),DRIFT,hard
world-scene,hub,KNpc,LootActivityAward,KNpc::LootActivityAward(KPlayer*),DRIFT,hard
world-scene,hub,KNpc,LootExamPrint,KNpc::LootExamPrint(KPlayer*),DRIFT,hard
world-scene,hub,KNpc,LootJustice,KNpc::LootJustice(KPlayer*),DRIFT,hard
world-scene,hub,KNpc,LootMentorPresent,KNpc::LootMentorPresent(KPlayer*),DRIFT,hard
world-scene,hub,KNpc,LootReputation,KNpc::LootReputation(KPlayer*),DRIFT,hard
world-scene,hub,KNpc,LootSingleReputation,"KNpc::LootSingleReputation(KPlayer*, unsigned long, int, int)",DRIFT,hard
world-scene,hub,KNpc,LootTitlePoint,KNpc::LootTitlePoint(KPlayer*),DRIFT,hard
world-scene,hub,KNpc,LootTrain,KNpc::LootTrain(KPlayer*),DRIFT,hard
world-scene,hub,KNpc,LuaAddItemByThreatList,KNpc::LuaAddItemByThreatList(lua_State*),DRIFT,hard
world-scene,hub,KNpc,LuaCopyDropTarget,KNpc::LuaCopyDropTarget(lua_State*),DRIFT,hard
world-scene,hub,KNpc,LuaGetEmployer,KNpc::LuaGetEmployer(lua_State*),DRIFT,hard
world-scene,hub,KNpc,LuaGetStandardSkillUseFlag,KNpc::LuaGetStandardSkillUseFlag(lua_State*),DRIFT,hard
world-scene,hub,KNpc,LuaSetCubPackage,KNpc::LuaSetCubPackage(lua_State*),DRIFT,hard
world-scene,hub,KNpc,LuaSetStandardSkillUseFlag,KNpc::LuaSetStandardSkillUseFlag(lua_State*),DRIFT,hard
world-scene,hub,KNpc,NewGetNpcRelation,KNpc::NewGetNpcRelation(KNpc*),DRIFT,hard
world-scene,hub,KNpc,NewGetPlayerRelation,KNpc::NewGetPlayerRelation(KPlayer*),DRIFT,hard
world-scene,hub,KNpc,PreDeleteBattery,KNpc::PreDeleteBattery(),DRIFT,hard
world-scene,hub,KNpc,PreDeleteBomb,KNpc::PreDeleteBomb(),DRIFT,hard
world-scene,hub,KNpc,PreDeleteFellowPet,KNpc::PreDeleteFellowPet(),DRIFT,hard
world-scene,hub,KNpc,PreDeleteGas,KNpc::PreDeleteGas(),DRIFT,hard
world-scene,hub,KNpc,PreDeletePet,KNpc::PreDeletePet(),DRIFT,hard
